"","Age","aMortCEF1","aMortCEF2","aMortCEF3","aMortCEF4","aMortCEF5","aMortCEF6","aMortCEF7","aMortCEF8","aMortCEF9","aMortCEF10","aMortCEF11","aMortCEF12","aMortCEF13","aMortCEF14","aMortCEF15","aMortCEF16","aMortCEF17","aMortCEF18","aMortCEF19","aMortCEF20","aMortCEF21","aMortCEF22","aMortCEF23","aMortCEF24","aMortCEF25","aMortCEF26","aMortCEF27","aMortCEF28","aMortCEF29","aMortCEF30","aMortCEF31","aMortCEF32","aMortCEF33","aMortCEF34","aMortCEF35","aMortCEF36","aMortCEF37","aMortCEF38","aMortCEF39","aMortCEF40","aMortCEF41","aMortCEF42","aMortCEF43","aMortCEF44","aMortCEF45","aMortCEF46","aMortCEF47","aMortCEF48","aMortCEF49","aMortCEF50","aMortCEF51","aMortCEF52","aMortCEF53","aMortCEF54","aMortCEF55","aMortCEF56","aMortCEF57","aMortCEF58","aMortCEF59","aMortCEF60","aMortCEF61","aMortCEF62","aMortCEF63","aMortCEF64","aMortCEF65","aMortCEF66","aMortCEF67","aMortCEF68","aMortCEF69","aMortCEF70","aMortCEF71","aMortCEF72","aMortCEF73","aMortCEF74","aMortCEF75","aMortCEF76","aMortCEF77","aMortCEF78","aMortCEF79","aMortCEF80","aMortCEF81","aMortCEF82","aMortCEF83","aMortCEF84","aMortCEF85","aMortCEF86","aMortCEF87","aMortCEF88","aMortCEF89","aMortCEF90","aMortCEF91","aMortCEF92","aMortCEF93","aMortCEF94","aMortCEF95","aMortCEF96","aMortCEF97","aMortCEF98","aMortCEF99","aMortCEF100","aMortCEF101","aMortCEF102","aMortCEF103","aMortCEF104","aMortCEF105","aMortCEF106","aMortCEF107","aMortCEF108","aMortCEF109","aMortCEF110","aMortCEF111","gender"
"40",40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00204426458624498,0.0042762677569411,0.00674815911888022,0.00936606937983686,0.0123281670456205,0.015582302509439,0.0191701954567262,0.0230918458874821,0.0273263939589896,0.032009428648908,0.0370366507436534,0.0423559106364338,0.0482488162039258,0.0546214981539039,0.0612966478232754,0.0685975927741505,0.07638874402887,0.084774400801018,0.0936919835624439,0.103078912784998,0.112945618390037,0.123104361793112,0.134076639062142,0.146144058073802,0.158055028265087,0.171332318154321,0.185412711988152,0.200692546778197,0.216525167400238,0.233505079371702,0.251538413400363,0.270385281294979,0.290817497236071,0.312084106885834,0.334925634660715,0.359529819145164,0.384916247731492,0.41199232357788,0.440340849829992,0.469732368217944,0.500813533865955,0.53270823337992,0.566376019524813,0.600158534804648,0.634723294186362,0.669684390579695,0.704468178309935,0.739147666826592,0.773597697073364,0.80633722021736,0.838158910281817,0.866215398735893,0.892728258828928,0.91569494566011,0.935449216712906,0.951417426312606,0.964381818561088,0.974603141492313,0.982415152589749,0.988193329022299,0.992313147958864,0.995160516489706,0.997058762176933,0.998279062975865,0.999030017313669,0.99947850393208,0.99973925196604,0.999885270865058,0.999968710235925,1,"male"
"41",41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00223657532242222,0.00471353023557201,0.00733680316046908,0.0103049685416276,0.0135657699462804,0.0171610125206413,0.0210906962647103,0.0253339186053804,0.0300265462678456,0.0350640663865723,0.0403942225287934,0.04629919943145,0.052684935515562,0.0593737589097218,0.0666896594970841,0.074496770552455,0.0828996049413683,0.0918354549445037,0.101241612842541,0.111128529922033,0.12130808302502,0.132302836479171,0.144394975021425,0.156330344265379,0.169634832047825,0.183744068894881,0.199055203695575,0.214920256683598,0.231934951192492,0.250005225643277,0.268890700445225,0.289364770803286,0.310674944085617,0.333563261637508,0.358217846616919,0.383656278087833,0.410787817980393,0.439194414832466,0.468646140339876,0.499790974268933,0.531751008549152,0.565487761543446,0.599339478689827,0.633975042327711,0.669007754854623,0.703862795510127,0.738613323300098,0.773133922785895,0.805940511276938,0.837827386551285,0.865941347379862,0.892508517798541,0.915522250789072,0.935316987521164,0.95131790723438,0.964308856420225,0.974551117242533,0.98237913087101,0.98816914362158,0.992297401810163,0.995150603039234,0.997052737191948,0.998275537718693,0.999028030350536,0.999477435672331,0.999738717836166,0.999885035847913,0.99996864614034,1,"male"
"42",42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00248250722755267,0.00511166045166966,0.00808647923911683,0.0113545900196924,0.0149578916495579,0.0188963841287133,0.0231491180290778,0.0278522646331755,0.0329010768006034,0.0382431809611598,0.044161394393933,0.0505614446725605,0.0572652616583567,0.0645975614865714,0.0724221728746805,0.0808438429630871,0.0897997234675493,0.0992269661038253,0.109136045585955,0.119338417061214,0.130357816231617,0.142477060376252,0.154439183810282,0.167773494783592,0.181914358738006,0.197259814807056,0.213160430720241,0.230213265177861,0.248324045753551,0.267251854024385,0.287771818829346,0.309129760757531,0.332069384505803,0.356779234926886,0.382274688900993,0.409467046549629,0.437937319311183,0.467455063476767,0.498669711316881,0.530701386852139,0.564513763774249,0.598441362550802,0.633154564880379,0.668265806343487,0.70319897766791,0.738027401851929,0.772625382327063,0.805505509699585,0.837463862236561,0.865640843004986,0.892267566095446,0.915332886412201,0.935171994804542,0.951208782000251,0.964228851552353,0.974494071311853,0.982339632128043,0.988142623706373,0.992280135752294,0.995139732685298,0.997046130640634,0.998271672183349,0.999025851594252,0.999476264297985,0.999738132148992,0.999884778145557,0.999968575857879,1,"male"
"43",43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00263569635937879,0.00561791853493093,0.0088941626151148,0.0125064317291638,0.0164547258770779,0.0207180434942403,0.0254328947506589,0.0304942718232509,0.0358496708004747,0.0417826128046539,0.0481985907950143,0.0549190914723147,0.0622696390881121,0.0701137234723987,0.0785563524482574,0.0875345213218385,0.0969852253992922,0.106918965462927,0.117146727431194,0.128193550419506,0.140342955550189,0.152334848946247,0.16570234482469,0.17987840094087,0.195262047022503,0.211202234566475,0.228297508164358,0.246453360775378,0.265428274406443,0.285999306948368,0.307410402074955,0.330407115330092,0.355178460795329,0.380737364933688,0.407997395805988,0.436538522119898,0.466129726664637,0.497422057943317,0.529533450242043,0.563429975533177,0.597442009429703,0.632241601999349,0.66744022429671,0.70246033329483,0.737375434469868,0.772059518434123,0.80502147409982,0.837059360922389,0.865306465331667,0.89199945395932,0.915122176602157,0.935010658294043,0.951087356008023,0.964139828417217,0.974430595079334,0.982295681028237,0.988113114427025,0.992260923438796,0.995127637008957,0.997038779389065,0.998267370919134,0.99902342724533,0.999474960884586,0.999737480442293,0.999884491394609,0.999968497653075,1,"male"
"44",44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00299010317961683,0.00627500526426612,0.00989682038323854,0.0138555485365341,0.0181301326595073,0.0228574436723521,0.0279321962518425,0.0333017477363656,0.0392503684986313,0.0456833017477364,0.0524215624341967,0.0597915350600126,0.0676563487049905,0.0761212886923563,0.0851231838281743,0.0945988629185091,0.104558854495683,0.11481364497789,0.125889660981259,0.138071172878501,0.150094756790903,0.163497578437566,0.177711097073068,0.193135396925669,0.209117708991367,0.22625815961255,0.244461991998315,0.263487049905243,0.284112444725205,0.305580122130975,0.328637607917456,0.353474415666456,0.37910086333965,0.406432933249105,0.435049484101916,0.464718888186987,0.496093914508318,0.528290166350811,0.562276268688145,0.596378184881028,0.631269740998105,0.666561381343441,0.701674036639292,0.736681406611918,0.771457148873447,0.80450621183407,0.836628763950305,0.864950515898084,0.891714045062118,0.914897873236471,0.934838913455464,0.950958096441356,0.964045062118341,0.974363023794483,0.982248894504106,0.988081701410823,0.992240471678248,0.995114761002316,0.997030953885028,0.998262792166772,0.999020846493999,0.99947357338387,0.999736786691935,0.999884186144451,0.999968414403032,1,"male"
"45",45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00329475373827818,0.00692743093689269,0.0108980315958435,0.0151854354988595,0.0199269240517022,0.0250168961730168,0.0304025513221255,0.0363690124186871,0.0428212384894821,0.0495797076962067,0.0569717833910619,0.0648601841682858,0.0733505111092337,0.0823794035650924,0.091883500887049,0.101873363183239,0.112158908507223,0.123268142265777,0.135486187378559,0.147545830869308,0.160988848525809,0.175244994508744,0.190715552927262,0.206745797076962,0.223937653121568,0.24219608008786,0.261278195488722,0.281965447326181,0.30349750781448,0.326624144631241,0.351535439722903,0.377238742924728,0.404652783644505,0.433355157556813,0.463113542282673,0.494582664526485,0.526875475204866,0.560963504266284,0.595167694517192,0.630163892878263,0.665561375348484,0.7007793359804,0.735891695530962,0.770771732702543,0.8039199121399,0.836138802061333,0.864545492945848,0.891389287826307,0.914642645940694,0.934643490749345,0.950811016304807,0.963937230717243,0.97428613669004,0.982195657683535,0.988045957590606,0.992217200304131,0.995100109825125,0.997022049505787,0.998257582157641,0.999017909943398,0.999471994593225,0.999735997296612,0.99988383881051,0.999968319675594,1,"male"
"46",46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00364468553992202,0.00762841159518573,0.011929988133582,0.0166871503644686,0.0217939481268012,0.0271974063400577,0.0331835904390575,0.0396571452788609,0.0464379555856925,0.0538544668587897,0.0617689438887947,0.0702873368367521,0.0793460756060349,0.088881590100017,0.0989044753348026,0.109224021020512,0.120369977962367,0.132628411595186,0.144727919986438,0.158215375487371,0.172518647228344,0.188040345821326,0.204123580267842,0.221372266485845,0.239691049330395,0.25883624343109,0.279591879979658,0.301195117816579,0.324398203085269,0.349391846075606,0.375180115273775,0.402684777080861,0.431482030852687,0.461338786234955,0.49291193422614,0.52531149347347,0.559512205458553,0.593829462620783,0.628941345990846,0.664455839972877,0.699790218681133,0.735018647228344,0.770013985421258,0.803271740973046,0.835597135107646,0.864097728428547,0.891030259365994,0.914360484827937,0.934427445329717,0.950648414985591,0.963818020003391,0.974201135785727,0.982136802847941,0.988006441769792,0.992191473131039,0.995083912527547,0.997012205458553,0.99825182234277,0.999014663502289,0.999470249194779,0.99973512459739,0.999883454822852,0.999968214951687,1,"male"
"47",47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00399829859634209,0.00831561037856237,0.013090174393875,0.0182156529136539,0.0236388770735858,0.0296469587409613,0.0361441939600171,0.0429498085920885,0.0503934495959167,0.0583368779242876,0.0668864313058274,0.0759783071033603,0.0855487026797108,0.0956082518077414,0.105965546575925,0.117152275627393,0.129455550829434,0.141599319438537,0.155136112292642,0.169491705657167,0.185070182900893,0.201212250106338,0.21852403232667,0.236909825606125,0.256125053168864,0.276956614206721,0.298638877073586,0.321926839642705,0.347011909825606,0.372894512973203,0.400499787324543,0.429402381965121,0.459368353891961,0.491056997022544,0.52357507443641,0.557900893236921,0.59234368353892,0.627584006805615,0.663228413441089,0.698692045937899,0.734049340706083,0.769172692471289,0.802552105487027,0.834995746490855,0.86360059549128,0.890631646108039,0.91404721395151,0.934187579753297,0.950467886005955,0.963685665674181,0.974106763079541,0.982071458953637,0.987962569119524,0.992162909400255,0.995065929391748,0.997001276052744,0.998245427477669,0.999011059123777,0.99946831135687,0.999734155678435,0.999883028498512,0.999968098681412,1,"male"
"48",48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0043346429791595,0.00912837376153052,0.0142744277417151,0.019719422617014,0.025751622822002,0.032274940211821,0.0391078749572941,0.0465813973351554,0.0545567133583874,0.0631405876323881,0.0722689613939186,0.0818777758797403,0.0919777075503928,0.10237658011616,0.113608216604031,0.125960881448582,0.138153399385036,0.151744533652204,0.166157755380936,0.181798770071746,0.198005637171165,0.215386914929962,0.23384651520328,0.253138879398702,0.274054065596174,0.29582336863683,0.319204817218995,0.344390587632388,0.370377092586266,0.398093184147591,0.427111803894773,0.457198069695934,0.489013922104544,0.521662538435258,0.556126153057738,0.590707208746157,0.62608899897506,0.661876494704476,0.697482490604715,0.732981721899556,0.768246071062521,0.801759480696959,0.834333361803895,0.863053040655962,0.890192603348138,0.913702169456782,0.933923385719166,0.950269046805603,0.963539887256577,0.974002818585583,0.981999487529894,0.987914246668944,0.992131448582166,0.995046122309532,0.996989238127776,0.998238384010933,0.999007089169799,0.99946617697301,0.999733088486505,0.999882558934062,0.999967970618381,1,"male"
"49",49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00481460035600162,0.00998305775375843,0.0154517574899741,0.0215102189624482,0.0280619357052478,0.0349246177271655,0.042430676188638,0.050440712861095,0.0590619571511291,0.0682300714147848,0.0778807180081065,0.0880246198717536,0.0984687640738596,0.109749297647387,0.122155739990135,0.134401338222994,0.148051641682215,0.162527611572198,0.178236719637994,0.19451414355873,0.211971090951983,0.23051105535182,0.249887409123078,0.270893649874542,0.292757725878745,0.316240965922495,0.341536382937657,0.367636020502263,0.395472774453666,0.424617727165498,0.454834973943254,0.486789337107809,0.519580089643784,0.554193742091831,0.588925346887131,0.624461172231873,0.660404469321667,0.696165476420254,0.731819254112248,0.767237127109739,0.800896437839113,0.833612129790474,0.862456840163847,0.889714555319651,0.913326470651312,0.933635720259924,0.950052542409231,0.963381157648674,0.973889639494735,0.981921122048511,0.987861631173733,0.992097192734136,0.99502455553411,0.996976130734093,0.998230714791225,0.99900276651869,0.999463852967038,0.999731926483519,0.999882047652749,0.999967831178023,1,"male"
"50",50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0051934618409853,0.0106886185607,0.016776390220776,0.0233598034673362,0.0302556864097232,0.037798058377959,0.0458468467497764,0.0545097996961502,0.0637222683144953,0.0734196037022271,0.083612580676443,0.0941072525293883,0.105442360115937,0.117908823497721,0.130213664623043,0.143930006788135,0.158476009869732,0.17426111691754,0.190617289271515,0.208158691506212,0.226788350267754,0.2462584447629,0.267366311456863,0.289336163518624,0.312933012962105,0.33835080649506,0.364576711310326,0.392548136495383,0.421834089366333,0.452197523947031,0.484306478897521,0.517255869581614,0.552036979172279,0.586936611751016,0.622644355612063,0.658761542522816,0.694695557542911,0.730521824392031,0.766111045265007,0.799933196133995,0.832807163098406,0.861791421090627,0.88918100615242,0.912907153401071,0.933314656983698,0.949810901959939,0.963203999612107,0.973763320367637,0.981833658373649,0.987802907045653,0.992058959799157,0.995000484866769,0.996961501578511,0.998222155178916,0.998997942009934,0.999461259145126,0.999730629572563,0.999881477011928,0.999967675548707,1,"male"
"51",51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0055238445958387,0.0116433979226011,0.0182611803697726,0.0251930637841584,0.0327748112686429,0.0408656189413714,0.0495737974806936,0.0588343604795996,0.0685823215310797,0.0788285117029688,0.0893779717742371,0.100772255136634,0.113303800621703,0.125672880089248,0.139460829443175,0.154082771020395,0.169950285398637,0.186391846372134,0.204024824807478,0.222751741094154,0.242323480671959,0.263541542560681,0.285626089876201,0.309346128434802,0.334896617457515,0.361259436567851,0.389376888667454,0.418815731042923,0.449337680201891,0.481614262350125,0.514735667789487,0.549698354760796,0.584780183478289,0.620674342283406,0.656980081666251,0.693101692895903,0.729114993447204,0.764890010506136,0.798888732440131,0.831934320404649,0.861069892880739,0.888602467317253,0.912452478689874,0.932966521169322,0.949548886024673,0.963011903343551,0.973626349821829,0.981738819630227,0.987739231210805,0.992017503005621,0.99497438452457,0.996945638870536,0.998212873807229,0.998992710691347,0.999458446608251,0.999729223304126,0.999880858253815,0.999967506796495,1,"male"
"52",52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00615354455057335,0.0128080856486272,0.0197784723961793,0.0274023329013145,0.0355380811832231,0.0442946295348356,0.0536066305803935,0.0634087369441388,0.0737118398553644,0.0843198971867954,0.0957774704030844,0.108378622695144,0.120816406547807,0.13468094143786,0.149384100983478,0.165339751897797,0.181872637964647,0.199603559253733,0.218434494701417,0.238114946033959,0.259450864219044,0.281658080747574,0.305509872899354,0.33120228280166,0.357711534900944,0.385985166145703,0.415587527364214,0.446279011512029,0.478734874805319,0.512040253983467,0.547197142141433,0.582473833821623,0.618567367698792,0.655074768289097,0.69139701798142,0.727610355380812,0.763584085735757,0.797771654486642,0.831000795059738,0.860298201858044,0.887983706720978,0.911966193624274,0.932594181905312,0.949268653952972,0.962806451964233,0.973479856671422,0.981637387411917,0.987671128440267,0.991973164011022,0.994946469608025,0.99692867333936,0.998202947166647,0.998987115675746,0.999455438535347,0.999727719267674,0.999880196477776,0.999967326312121,1,"male"
"53",53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00669574365493366,0.0137092885635384,0.0213803533073248,0.0295664752553369,0.0383772410467716,0.0477468986981107,0.0576096962258362,0.0679765922938676,0.0786503309516504,0.0901788453951695,0.102858019550257,0.115372813746548,0.12932319291632,0.144117389207908,0.160171831850261,0.176807083680358,0.194647788541621,0.213595318458774,0.233397624161662,0.254865646780345,0.277210362512603,0.301209836496734,0.327061324683295,0.353734712663832,0.38218340419936,0.411969052733091,0.442850567658791,0.475507386139482,0.509018980405909,0.544393547538684,0.579888659974576,0.616205672204445,0.652939113663262,0.689486257835445,0.72592381536843,0.762120282295182,0.796519528339105,0.829954411958094,0.859433217902073,0.887290141585938,0.911421119537106,0.932176829001008,0.948954543462061,0.962576162714242,0.973315653355543,0.981523692631394,0.987594792442905,0.991923464691185,0.994915179941262,0.996909656774646,0.99819182045325,0.998980844255468,0.999452066804015,0.999726033402008,0.999879454696883,0.999967124008241,1,"male"
"54",54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0070608223651548,0.0147835968270429,0.0230249004313721,0.0318950585275979,0.0413278759060469,0.0512571573570459,0.0616939354155404,0.0724396244525104,0.0840458512152338,0.0968104941472402,0.109409649055063,0.123454066040754,0.138347988217253,0.15451065191249,0.171258039959842,0.189219006851204,0.208294259772068,0.228230050418685,0.249842786377026,0.272338125131011,0.296499376661776,0.322525126598338,0.349378316655818,0.378018777374477,0.408005207356494,0.439094890833067,0.471971844970819,0.505709336834325,0.541322359638574,0.577056740327225,0.613618561136792,0.650599618274291,0.687393122317715,0.724076301011684,0.76051676393685,0.795147891130945,0.828808155249832,0.858485674253373,0.886530378084973,0.910824020035084,0.931719641221964,0.948610452223608,0.962323893160932,0.973135777407575,0.981399146081795,0.987511170441633,0.991869021745126,0.994880903785263,0.996888825145354,0.998179631733984,0.998973974250064,0.999448373252723,0.999724186626361,0.999878642115599,0.999966902395164,1,"male"
"55",55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00777769135898491,0.0160775991377873,0.0250108332129643,0.0345107276585815,0.044510616548705,0.0550216108709903,0.065843712847635,0.0775324718614238,0.0903878845790603,0.103076632481861,0.117220919767558,0.132220753102743,0.148498350018333,0.165364829279675,0.183453517183142,0.202664414839835,0.222741969533672,0.244508394351174,0.267163698181131,0.291496761147098,0.317707581026877,0.344751724980834,0.373595848935012,0.403795513383185,0.435106276596927,0.468217019810891,0.502194420061999,0.538060688214575,0.574049177231364,0.61087099032233,0.648115020944212,0.685170164775947,0.722114198731125,0.758813790957878,0.793691181209098,0.827590804546616,0.85747936134043,0.8857234919612,0.910189886779036,0.931234097398918,0.948245019499783,0.96205597715581,0.972944745058388,0.981266874812502,0.987422361973756,0.991811202097755,0.994844501727759,0.996866701481095,0.998166687036811,0.998966678148021,0.999444450617216,0.999722225308608,0.999877779135788,0.999966667037033,1,"male"
"56",56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0083649679174925,0.017368226559613,0.0269425874290321,0.0370208620284207,0.047614248440667,0.058521181173783,0.0703015643721795,0.0832577462738379,0.0960459569321732,0.110301116448864,0.125418528347947,0.141823719779174,0.158822409603476,0.177052888545481,0.196414373859195,0.21664930963819,0.238586354016192,0.261419245025252,0.285943046550431,0.312359324083717,0.339615457833619,0.368685681011411,0.399122070301564,0.430678267880539,0.464048554887403,0.498292292359548,0.534439703922688,0.570710294397599,0.607820741089126,0.645356714930404,0.682702321362583,0.719935946965879,0.756923214745636,0.792073996931725,0.826239347823653,0.856362190792936,0.884827717494765,0.909485896014602,0.930695065004871,0.94783932990672,0.961758546936765,0.97273266816721,0.981120032250479,0.987323770170547,0.99174701291139,0.994804089539871,0.996842140625525,0.998152316323445,0.998958578291396,0.999440095855589,0.999720047927795,0.99987682108823,0.999966405751335,1,"male"
"57",57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00907920590825942,0.0187343315942815,0.0288976217900942,0.0395803690403596,0.0505793075411613,0.0624590645256003,0.0755245386995506,0.0884206247035707,0.102796034058315,0.118040969352034,0.134584547281885,0.151726630078822,0.170110892788581,0.189635702509203,0.210041330713463,0.232163425706349,0.255188924272196,0.279919597082007,0.306558709939698,0.33404476364704,0.363360209589629,0.394053345980983,0.425875736838539,0.459527519931341,0.494060121507781,0.530512455676762,0.567089007837026,0.604512500846941,0.642365110554012,0.680025747001829,0.717573458003026,0.754872733021659,0.790320030715721,0.824773584479527,0.855150529620345,0.883856178151184,0.90872236149694,0.930110441086794,0.947399326964338,0.961435959979222,0.972502653747996,0.980960769699844,0.9872168394426,0.991677394584096,0.994760259276825,0.996815502405312,0.998136730130768,0.998949793346433,0.999435372766899,0.99971768638345,0.999875782008718,0.999966122366014,1,"male"
"58",58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00974358974358968,0.0199999999999999,0.0307806267806268,0.0418803418803418,0.0538689458689459,0.0670541310541311,0.0800683760683761,0.0945754985754986,0.109960113960114,0.126655270655271,0.143954415954416,0.162507122507122,0.182210826210826,0.202803418803419,0.225128205128205,0.248364672364672,0.273321937321937,0.300205128205128,0.32794301994302,0.357527065527065,0.388501424501424,0.420615384615385,0.454575498575499,0.489424501424501,0.526210826210826,0.563122507122507,0.600888888888889,0.639088319088319,0.677094017094017,0.714985754985755,0.752626780626781,0.78839886039886,0.823168091168091,0.853823361823362,0.882792022792023,0.90788603988604,0.929470085470085,0.946917378917379,0.961082621082621,0.972250712250712,0.980786324786325,0.987099715099715,0.991601139601139,0.994712250712251,0.996786324786325,0.998119658119658,0.998940170940171,0.999430199430199,0.9997150997151,0.999874643874644,0.999965811965812,1,"male"
"59",59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0103573278094252,0.0212440301513321,0.0324529604695322,0.0445595258645493,0.0578744461706658,0.0710167443466253,0.0856666091259567,0.101202600840094,0.118062028885437,0.135531388457334,0.154266643650383,0.174164221186489,0.194959433799413,0.217503883997929,0.240968985557282,0.266171816560216,0.293319523562921,0.321330341216411,0.351205477875597,0.382484607860061,0.414914552045572,0.44920881523678,0.484400713504805,0.52154899591461,0.55882386788653,0.596961850509235,0.635537142528339,0.673916796133264,0.712181368318085,0.750192761378675,0.786316819149548,0.8214281604235,0.85238506243167,0.881638759422291,0.906979688129351,0.928776109097186,0.94639507451522,0.960699695034237,0.9719776742045,0.980597272570343,0.986972783244145,0.991518499338282,0.994660222107141,0.996754703953047,0.998101156568272,0.998929742793026,0.999424592899476,0.999712296449738,0.999873410437885,0.999965475573968,1,"male"
"60",60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0110006395720682,0.0223268794697366,0.0345601488458632,0.0480144194429909,0.0612942612942613,0.076097447526019,0.0917960346531775,0.108831908831909,0.126484097912669,0.145415431129717,0.165521251235537,0.186534100819815,0.209314495028781,0.233025175882319,0.258491772777487,0.285923600209314,0.314227571370429,0.344415372986802,0.376021861736147,0.408791208791209,0.443444386301529,0.479004593290308,0.516541659398802,0.554206639920926,0.592743764172336,0.631722774579917,0.670504099075528,0.709169137740566,0.747578347578348,0.784080469794755,0.819559276702134,0.850840165125879,0.880400023257166,0.90600616314902,0.928030699459271,0.945834060119774,0.960288388859817,0.971684400255829,0.980394208965637,0.986836443979301,0.991429734286877,0.99460433746148,0.996720739577882,0.998081283795569,0.998918541775685,0.999418570847142,0.999709285423571,0.999872085586371,0.999965114250828,1,"male"
"61",61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0114522216604545,0.0238215616879682,0.0374254841326765,0.0508530376606427,0.0658208797281568,0.0816940822349469,0.09891944643676,0.116767980811062,0.135909887241473,0.156239344377947,0.17748591988148,0.200519700408,0.224494115157145,0.250243977001493,0.277980928641136,0.30659972486449,0.337123305388658,0.369081353102329,0.402215193594281,0.437253818387047,0.473209561546873,0.511164152429776,0.54924808051829,0.588213853190514,0.627626427118485,0.666839116274148,0.705934226151983,0.744770661618597,0.781678796928829,0.817552234594175,0.849181060329928,0.879069712753824,0.904960669731567,0.927230184952204,0.945231572387683,0.959846676621712,0.971369445848864,0.980176133758187,0.986690025749862,0.991334407224071,0.994544321508777,0.996684264365248,0.998059941915837,0.998906512716199,0.99941210361086,0.99970605180543,0.999870662794389,0.999964726216652,1,"male"
